Code;Nom;S3REnR;TXA;INFO_TX;INFO_ESS3R;INFO_NA;INFO_CR;INFO_TRF;INFO_QP;INFO_FAS3R;RTE_CDR;RTE_TVX;RTE_ESS3R;RTE_FAS3R;GRD1_FAS3R;GRD1_CDR;GRD1_ESS3R;GRD1_PTRE;GRD1_TRE;GRD1_TVX;GRD2_FAS3R;GRD2_FACRS3R;GRD2_CDR;GRD2_ESS3R;GRD2_PTRE;GRD2_TRE;GRD2_TVX;GRD2_CTR;GRDHTB_TVX;GRDHTB_ESS3R;GRDHTB_FAS3R;GRDHTB_CDR
Code;Nom;S3REnR;"Taux d'affectation des capacités réservées";"Taux de remplissage de la capacité réservée";"Puissance des projets en service du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR qui reste à affecter";"Capacité réservée aux EnR au titre du S3REnR";"Attention: la valeur de la capacité réservée a été modifiée sur ce poste";"Quote-Part unitaire actualisée ";"Puissance des projets en file d’attente du S3REnR en cours";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de transport ";"Travaux RTE indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPT";"Puissance des projets entrés en FA sur le RPT dans le cadre du S3REnR en vigueur";"Puissance des projets entrés en FA sur le RPD du GRD1 dans le cadre du S3REnR en vigueur";"Capacité d’accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD1";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des projets entrés en FA sur le RPD du GRD2 dans le cadre du S3REnR en vigueur";"Dont la convention de raccordement est signée";"Capacité d'accueil réservée au titre du S3REnR, restante sans travaux sur le poste source";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRD2";"Puissance cumulée des transformateurs existants";"Nombre de transformateurs existants";"Travaux GRD indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Capacité de transformation HTB/HTA restante disponible pour l'injection sur le réseau public de distribution";"Travaux indiqués dans le schéma ou dans son état initial, permettant d'augmenter la capacité réservée disponible";"Puissance des installations raccordées dans le cadre du S3REnR en vigueur sur le RPD du GRDHTB";"Puissance des projets entrés en FA sur le RPD du GRDHTB dans le cadre du S3REnR en vigueur";"Capacité d'accueil réservée au titre du S3REnR, disponible vue du réseau public de distribution en HTB"
M.MA5;MT-SAINT-MARTIN;"GRAND EST";0%;92;2;0.2;2.5;0;86.11;0.3;0.2;.;0;0;0.3;0.2;2;80;2;;;;;;;;;;;;;
M.MAR;MONT-DE-MARSAN;NOUVELLE-AQUITAINE;0%;100;41.6;0;59.8;"03/09/2024 : +3 MW depuis AIRE SUR ADOUR 2 | 15/10/2024 : +2 MW depuis HAUTE LANDE | 25/11/2024 : +2 MW depuis NAOUTOT";92.73;34.3;0;;0;0;34.3;0;41.6;92;3;;;;;;;;;;;;;
M.MO5;"MITRY-MORY (SNCF)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
M.MOR;MITRY-MORY;ÎLE-DE-FRANCE;0%;100;2;0;5.708;OUI;1.88;4.4;0;;0;0;4.4;0;2;142;3;;;;;;;;;;;;;
M.NOU;MAS-NOU;OCCITANIE;0%;92;4;1.8;22;;84.13;16.2;1.8;"Travaux à Baixas";0;0;16.2;1.8;4;72;2;;;;;;;;;;;;;
M.PIN;"Mont Pinson";"GRAND EST";0%;0;0;9;9;9;86.11;0;0;.;0;0;0;9;0;108;3;;;;;;;;;;;;;
M.POI;MAS-POINTU;"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
M.ROI;MONTIGNY-LE-ROI;"GRAND EST";0%;100;5;0;7;-29.1;86.11;3;0;"Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA";0;0;3;0;5;40;2;;;;;;;;;;;;;
M.SEN;MIRAMONT-SENSACQ;NOUVELLE-AQUITAINE;0%;100;20.5;0;25.8;"28/08/2024 : -3 MW vers MARTILOQUE | 12/11/2024 : -3 MW vers PAU-EST | 27/03/2025 : -2 MW vers AURIAC | 14/04/2025 : -3 MW vers AURIAC";92.73;10.4;0;;0;0;10.4;0;20.5;20;1;;;;;;;;;;;;;
M.SER;"LA MOTTE SERVOLEX";AUVERGNE-RHôNE-ALPES;0%;77;2.3;1.3;5.6;--;42.40;2;1.3;"Sans Objet";0;0;2;1.3;2.3;56;2;;;;;;;;;;;;;
M.VEY;"MARTRES DE VEYRE";AUVERGNE-RHôNE-ALPES;0%;87;7;1.7;12.6;"Trsf de -4 MW le 30/09/24";42.40;3.9;1.7;"Sans Objet";0;0;3.9;1.7;7;72;2;;;;;;;;;;;;;
M.VIR;MONCEAUX-LA-VIROLE;NOUVELLE-AQUITAINE;0%;100;10.1;0;13.4;"04/07/2024 : -2 MW vers PUYPERTUS | 04/07/2024 : -2 MW vers VILLE-SOUS-GRANGE | 30/08/2024 : -10 MW vers VEYTISOU";92.73;6.7;0;;0;0;6.7;0;10.1;30;2;;;;;;;;;;;;;
MAC.S;MACON-SUD;BOURGOGNE-FRANCHE-COMTé;0%;100;7;0;6.6;-3.5;75;3.9;0;0;0;0;3.9;0;7;108;3;;;;;;;;;;;;;
MACHE;MACHECOUL;"PAYS DE LA LOIRE";0%;100;4.2;0;18;"Dernier(s) transfert(s) : 2024-12-13 : -4 MW vers STE-PAZANNE | 2025-05-26 : +2 MW depuis STE-PAZANNE | 2025-07-10 : +2 MW depuis PORNIC | 2026-01-05 : +2 MW depuis PORNIC";46.49;15.2;0;;0;0;15.2;0;4.2;40;2;;;;;;;;;;;;;
MACON;MACON;BOURGOGNE-FRANCHE-COMTé;0%;0;0;0;0;0;75;0;0;0;0;0;;0;;;;;;;;;;;;;;;;
MADIE;MADIERES;OCCITANIE;0%;88;1.1;0.5;4;;84.13;2.4;0.5;;0;0;2.4;0.5;1.1;20;1;;;;;;;;;;;;;
MADRO;"LE MADRON";"CENTRE-VAL DE LOIRE";0%;76;4.8;7.4;31;;70.49;18.8;7.4;;0;0;18.8;7.4;4.8;72;2;;;;;;;;;;;;;
MAGEN;MAGENTA;ÎLE-DE-FRANCE;0%;49;0.1;0.104;0.204;OUI;1.88;0;0;;0;0;0;0.104;0.1;140;2;;;;;;;;;;;;;
MAGN5;MAGNAZEIX;NOUVELLE-AQUITAINE;0%;87;5.6;4;30;"27/03/2025 : +2 MW depuis MARCHE LIMOUSINE";92.73;20.4;4;;0;0;20.4;4;5.6;108;3;;;;;;;;;;;;;
MAGNA;MAGNANVILLE;ÎLE-DE-FRANCE;0%;100;1.7;0;3.613;OUI;1.88;2.2;0;;0;0;2.2;0;1.7;108;3;;;;;;;;;;;;;
MAGRE;MAGRE;NOUVELLE-AQUITAINE;0%;100;6;0;6;;92.73;2.8;0;;0;0;2.8;0;6;72;2;;;;;;;;;;;;;
MAICH;MAICHE;BOURGOGNE-FRANCHE-COMTé;0%;100;2.5;0;3;0;75;2;0;0;0;0;2;0;2.5;40;2;;;;;;;;;;;;;
"MAIE ";"LA MAIE";HAUTS-DE-FRANCE;0%;100;0.6;0;2;2;77.62;1.4;0;Non;0;0;1.4;1.1102230246252E-16;0.6;36;1;;;;;;;;;;;;;
MAIGN;MAIGNELAY;HAUTS-DE-FRANCE;0%;96;0.3;0.9;22.7;22.7;77.62;21.5;0.9;Non;0;0;21.5;0.9;0.3;108;3.0;32.2;;;;;;;;;;;;
MAILL;MAILLY;BOURGOGNE-FRANCHE-COMTé;0%;45;0.9;28.7;52;-16;75;22.4;2;"Raccordement de 2 transformateurs 63/20 kV";0;0;22.4;28.7;0.9;56;2;;;;;;;;;;;;;
MAINT;MAINTENON;"CENTRE-VAL DE LOIRE";0%;100;0.9;0;11;;70.49;17.8;0;;0;0;17.8;0;0.9;30;1;;;;;;;;;;;;;
MAINV;MAINVILLIERS;"CENTRE-VAL DE LOIRE";0%;0;0;5.5;5.5;;70.49;0;1;;0;0;;5.5;;108;3.0;;;;;;;;;;;;;
MALA6;MALASSIS;ÎLE-DE-FRANCE;0%;100;0.7;0;0.561;OUI;1.88;0;0;;0;0;0;0;0.7;540;14;;;;;;;;;;;;;
MALAD;"LA MALADIERE";"GRAND EST";0%;90;6.2;3.8;39.2;36.7;86.11;29.2;0;.;0;0;29.2;3.8;6.2;119;4;;;;;;;;;;;;;
MALAG;MALAGUAY;"CENTRE-VAL DE LOIRE";0%;97;1.5;0.1;3.5;;70.49;1.9;0.1;;0;0;1.9;0.1;1.5;108;3;;;;;;;;;;;;;
MALAU;MALAUNAY;NORMANDIE;0%;;0;0;0;NON;17.81;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MALE5;MALESTROIT;BRETAGNE;0%;9;0.5;39.1;43;;82.22;3.4;12.09;"Renforcement liaison BEZON – MALESTROIT 63kV, ALLAIRE-PORTE 63kV, KERBOQUET-PONTIVY 63kV, QUESTEMBERT – ST GRAVES 63kV, Création poste NORD OUEST MORBIHAN 225/63/20kV";0;0;3.4;39.1;0.5;40;2;;;;;;;;;;;;;
MALEB;"MALEBARGE (SNCF)";"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MALEC;MALECOT;ÎLE-DE-FRANCE;0%;100;1;0;1.179;OUI;1.88;0.3;0;;0;0;0.3;0;1;80;2;;;;;;;;;;;;;
MALES;MALESHERBES;"CENTRE-VAL DE LOIRE";0%;100;0.6;0;1;;70.49;0.5;0;;0;0;0.5;0;0.6;72;2;;;;;;;;;;;;;
MALGO;MALGOVERT;AUVERGNE-RHôNE-ALPES;0%;95;1.2;0.2;4;"Trsf de +1 MW le 14/04/25";42.40;2.6;0.2;"Augmentation de la capacité de transit de la liaison 225kV Passy Pressy";0;0;2.6;0.2;1.2;40;2;;;;;;;;;;;;;
MALIN;MALINTRAT;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
MALL6;MALLEMORT;"PROVENCE-ALPES-CôTE D’AZUR";0%;30;6.8;47.3;68;"Transfert vers St Maximin (-16 MW de CR et permutation de transfo de puissance 20 MVA / 36 MVA)";78.47;13.9;47.3;;0;0;13.9;42.5;6.8;56;2;;;;;;;;;;;;;
MALLE;MALLEMORT;"PROVENCE-ALPES-CôTE D’AZUR";0%;;0;0;0;_;78.47;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MALLI;MALLIFAUD;AUVERGNE-RHôNE-ALPES;0%;0;0;1;1;--;42.40;0;1;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
MALMA;MALMAISON;NORMANDIE;0%;100;2.1;0;3;OUI;17.81;1.1;0;;0;0;1.1;0;2.1;72;2;;;;;;;;;;;;;
MALMO;MALMONT;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;0;0;0;;;;;;;;;;;;;;;
MALPL;MALPLAQUET;HAUTS-DE-FRANCE;0%;100;0.6;0;1.4;NON;77.62;1.1;0;Non;0;0;1.1;0;0.6;112;4;;;;;;;;;;;;;
MALVI;MALVILLERS;BOURGOGNE-FRANCHE-COMTé;0%;;0;0;0;0;75;0;0;"Création d'un poste 225 kV";0;0;;0;;;;;;;;;;;;;;;;
MAMBE;MAMBELIN;BOURGOGNE-FRANCHE-COMTé;0%;0;0;0;0;0;75;0;0;0;0;0;;0;;;;;;;;;;;;;;;;
"MAME ";"LA MAME";NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
MAMER;MAMERS;"PAYS DE LA LOIRE";0%;29;4.3;28.4;40;;46.49;7.3;28.4;;0;0;7.3;28.4;4.3;72;2;;;;;;;;;;;;;
MANCI;MANCIOUX;OCCITANIE;0%;78;3.5;7.1;32;;84.13;21.4;6;;0;0;21.4;7.1;3.5;40;2;;;;;;;;;;;;;
MANDA;MANDARINS;HAUTS-DE-FRANCE;0%;0;0;200;200;200;77.62;0;200;Non;0;0;;0;;;;;;;;;;;;;;;;
MANEG;MANEGUEN;BRETAGNE;0%;54;1;2.3;5;;82.22;1.7;2.3;;0;0;1.7;2.3;1;72;2;;;;;;;;;;;;;
MANO5;MANOISE;HAUTS-DE-FRANCE;0%;6;1.3;36.6;39.1;NON;77.62;1.2;36.6;Oui;0;0;1.2;36.6;1.3;132;4;;;;;;;;;;;;;
MANO7;MANOIRE;NOUVELLE-AQUITAINE;0%;100;14.9;0;14.3;"15/10/2024 : -2 MW vers BRANTOME | 15/10/2024 : -2 MW vers EXCIDEUIL";92.73;7;0;;0;0;7;0;14.9;36;1;;;;;;;;;;;;;
MANOI;"MANOIR (LE)";NORMANDIE;0%;36;0.9;1.6;2.5;OUI;17.81;0;1.6;;0;0;0;1.6;0.9;146;4;;;;;;;;;;;;;
MANOM;MANOM;"GRAND EST";0%;82;0.9;0.2;1.1;-1.5;86.11;0;0.2;.;0;0;0;0.2;0.9;72;2;;;;;;;;;;;;;
MANSA;MANSAT;NOUVELLE-AQUITAINE;0%;97;6.4;1;38;"30/06/2023 : +0 MW depuis ST-SEVER | 22/09/2023 : +3 MW depuis LAVAUD | 08/03/2024 : +8 MW depuis LAVAUD | 15/10/2024 : +2 MW depuis SUD CREUSE";92.73;30.6;1;;0;0;30.6;1;6.4;40;2;;;;;;;;;;;;;
MANSL;MANSLE;NOUVELLE-AQUITAINE;0%;100;56.8;0;71.5;"04/10/2023 : +2 MW depuis MELLE | 15/05/2024 : +2 MW depuis AUBREAUX (LES) | 28/06/2024 : +2 MW depuis ROCHEFOUCAULD (LA) | 27/03/2025 : +2 MW depuis CHAMPNIERS";92.73;19;0;;0;0;19;0;56.8;108;3;;;;;;;;;;;;;
MARA7;MARANS;NOUVELLE-AQUITAINE;0%;100;28.9;0;35.6;"01/02/2023 : +1 MW depuis MINIMES | 21/06/2023 : +8 MW depuis JONZAC | 15/02/2024 : +2 MW depuis MORINANT | 04/07/2024 : +2 MW depuis MORINANT";92.73;16.1;0;;0;0;16.1;0;28.9;72;2;;;;;;;;;;;;;
MARAI;"LE MARAIS";NORMANDIE;0%;88;0.6;1;8;OUI;17.81;6.4;1;;0;0;6.4;1;0.6;108;3;;;;;;;;;;;;;
MARC5;MARCILLAC;NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
MARC6;MARCILLY;BOURGOGNE-FRANCHE-COMTé;0%;52;5;13.8;29;-12;75;10.2;3;"Augmentation des capacités de transit du réseau à 63 000 Volts dans le secteur de Champs-Régnaud - Marcilly. Raccordement d’un transformateur 63/20 kV";0;0;10.2;13.8;5;72;2;;;;;;;;;;;;;
MARCH;MARCHAIS;"CENTRE-VAL DE LOIRE";0%;80;0.5;0.2;1;;70.49;0.3;0.2;;0;0;0.3;0.2;0.5;72;2;;;;;;;;;;;;;
MARCI;MARCIGNY;BOURGOGNE-FRANCHE-COMTé;0%;79;6;5.5;26;-34;75;14.5;5.5;-;0;0;14.5;2.2;6;20;2;;;;;;;;;;;;;
MARCK;MARCKOLSHEIM;"GRAND EST";0%;100;4;0;12.1;9.6;86.11;11.3;0;.;0;0;11.3;0;4;40;2;;;;;;;;;;;;;
MARCL;MARCLAZ;AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
MARCO;MARCOULE;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MAREN;MARENNES;NOUVELLE-AQUITAINE;0%;100;2.8;0;2.7;;92.73;1.6;0;;0;0;1.6;0;2.8;72;2;;;;;;;;;;;;;
MARG5;MARGATS;ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MARGA;MARGAUX;NOUVELLE-AQUITAINE;0%;57;4.7;9.9;23.2;"25/11/2024 : -2 MW vers BACALAN | 12/11/2025 : -1 MW vers MERIGNAC";92.73;8.6;9.9;;0;0;8.6;9.9;4.7;56;2;;;;;;;;;;;;;
MARGE;MARGERIDE;OCCITANIE;0%;;0;0;0;;84.13;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MARGO;MARGOT;HAUTS-DE-FRANCE;0%;;0;0;;;77.62;115.2;0;;;;115.2;0;0;;;;;;;;;;;;;;;
MARGU;"MARGUAND (SNCF)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MARI6;MARIE;AUVERGNE-RHôNE-ALPES;0%;69;9.3;6.6;21.6;--;42.40;5.7;4;"Sans Objet";0;0;5.7;6.6;9.3;72;2;;;;;;;;;;;;;
MARL3;MARL3;HAUTS-DE-FRANCE;0%;26;0;160.2;216;216;77.62;55.8;0;Oui;0;0;55.8;0;0;;;;;;;;;;;;;;;
MARL8;MARLY;"GRAND EST";0%;57;2.3;2.6;6;-44;86.11;1.1;2.6;.;0;0;0.4;4.7;0.9;61;2.0;;;;;;;;;;;1.4;0.7;13.9
MARLE;MARLE;HAUTS-DE-FRANCE;0%;100;1.7;0;3;NON;77.62;3.6;0;Non;0;0;3.6;0;1.7;108;3;;;;;;;;;;;;;
MARM5;MARMANDE;NOUVELLE-AQUITAINE;0%;100;12.1;0;23.1;"30/01/2025 : +5 MW depuis HAUTE LANDE | 07/03/2025 : +1,4 MW depuis HAUTE LANDE";92.73;16.7;0;;0;0;16.7;0;12.1;72;2;;;;;;;;;;;;;
MARMA;MARMAGNE;"CENTRE-VAL DE LOIRE";0%;100;0;0;57;;70.49;57;0;;0;57;;0;;;;;;;;;;;;;;;;
MARN5;MARNIERE;NORMANDIE;0%;62;0.8;0.5;1.3;OUI;17.81;0;0.5;;0;0;0;0.5;0.8;72;2;;;;;;;;;;;;;
MARNA;MARNAVAL;"GRAND EST";0%;100;1.6;0;3.4;0.9;86.11;2.4;0;.;0;0;2.4;0;1.6;40;2;;;;;;;;;;;;;
MARNI;"MARNISE (LA)";AUVERGNE-RHôNE-ALPES;0%;;0;0;0;--;42.40;0;0;"Sans Objet";0;0;;0;;;;;;;;;;;;;;;;
MARO2;"MAROLLES 2";"GRAND EST";0%;85;0;11.3;74.6;-165.4;86.11;63.3;0;"Schéma GE: raccordement d'un poste source 225/20 kV - 160 MVA";0;0;63.3;0;0;;;;;;;;;;;;;;;
MAROL;MAROLLES;"GRAND EST";0%;83;12.8;55.5;321.8;321.8;86.11;253.5;0;.;0;185.6;67.9;117;12.8;188;5;;;;;;;;;;;;;
MARSA;MARSAC;NOUVELLE-AQUITAINE;0%;100;4.6;0;10.3;"22/03/2024 : +3 MW depuis EXCIDEUIL | 29/03/2024 : +1 MW depuis FONTPINQUET | 04/07/2024 : +2 MW depuis ST GERAUD DE CORPS";92.73;8.6;0;;0;0;8.6;0;4.6;72;2;;;;;;;;;;;;;
MARSI;MARSILLON;NOUVELLE-AQUITAINE;0%;91;35;5.5;58.8;"30/06/2023 : -0 MW vers SAUVETAT";92.73;18.3;5.5;;0;0;18.3;5.5;35;92;3;;;;;;;;;;;;;
MARTR;"LES MARTRAITS (SNCF MONOPHASE)";ÎLE-DE-FRANCE;0%;;0;0;0;NON;1.88;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MARTY;"MARTYRE (LA)";BRETAGNE;0%;89;0;20;180;;82.22;160;20;;0;160;;0;;;;;;;;;;;;;;;;
MARZA;MARZAN;BRETAGNE;0%;31;0.9;8.3;12;;82.22;2.8;8.3;"Renforcement liaison AMBON-THEIX 63kV";0;0;2.8;8.3;0.9;40;2;;;;;;;;;;;;;
MARZE;MARZENS;OCCITANIE;0%;58;1.9;13;31.2;;84.13;16.3;13;;0;0;16.3;13;1.9;40;2;;;;;;;;;;;;;
MASEV;MASEVAUX;"GRAND EST";0%;28;1.5;5.9;8.2;5.7;86.11;0.8;2.5;.;0;0;0.8;5.9;1.5;40;2;;;;;;;;;;;;;
MASQU;MASQUET;NOUVELLE-AQUITAINE;0%;35;0;87;134;"03/01/2023 : +14 MW depuis MEDULLIENNE | 13/06/2023 : -40 MW vers SAUCATS";92.73;47;40;;0;47;;0;;;;;;;;;;;;;;;;
MASSI;MASSIAC;AUVERGNE-RHôNE-ALPES;0%;92;6.9;2;23.8;"Trsf de +3 MW le 14/04/25, Trsf de +4 MW le 30/12/25, Trsf de +2,4 MW le 19/03/26";42.40;14.9;2;"Création d'un second transformateur 225/63kV à Savignac, Construction d'une liaison 63kV entre Neussargues et Savignac, Augmentation des capacités de transit de la liaison 63kV Massiac - Savignac";0;0;14.9;0;6.9;20;1;;;;;;;;;;;;;
MASSY;MASSY;ÎLE-DE-FRANCE;0%;100;2.4;0;4.193;OUI;1.88;2.8;0;;0;0;2.8;0;2.4;316;5;;;;;;;;;;;;;
MASTA;MASTAING;HAUTS-DE-FRANCE;0%;;0;0;0;NON;77.62;0;0;Non;0;0;;0;;;;;;;;;;;;;;;;
MATEL;MATEL;AUVERGNE-RHôNE-ALPES;0%;98;5.2;0.2;10.9;"Trsfrt de +2MW le 05/05/2023, Tsft +1MW le 18/03/24, Trsf de +2 MW le 19/12/24, Trsf de +3 MW le 30/12/25";42.40;5.5;0.2;"Sans Objet";0;0;5.5;0.2;5.2;40;2;;;;;;;;;;;;;
MATHA;MATHA;NOUVELLE-AQUITAINE;0%;100;9.1;0;15;"18/09/2025 : +2 MW depuis AULNAY";92.73;12.9;0;;0;0;12.9;0;9.1;138;4;;;;;;;;;;;;;
MATRA;MATRAS;OCCITANIE;0%;68;8.2;9.6;30;;84.13;12.2;9.6;;0;0;12.2;9.6;8.2;108;3;;;;;;;;;;;;;
"MATZ ";RESSONS-SUR-MATZ;HAUTS-DE-FRANCE;0%;;0;0;0;NON;77.62;0;0;Non;0;0;;0;;;;;;;;;;;;;;;;
MAUBE;MAUBEUGE;HAUTS-DE-FRANCE;0%;17;0.6;3.5;4.2;4.2;77.62;0.1;3.5;Non;0;0;0.1;3.5;0.6;196;7;;;;;;;;;;;;;
MAUBO;MAUBOURGUET;OCCITANIE;0%;100;9;0;20;;84.13;11.6;0;"En attente de MAUBOURGET - ZLAGUIAN";0;0;11.6;0;9;40;2;;;;;;;;;;;;;
MAUGE;"MAUGES (LES)";"PAYS DE LA LOIRE";0%;;0;0;0;;46.49;0;0;;0;0;;0;;;;;;;;;;;;;;;;
MAUGU;MAUGUIO;OCCITANIE;0%;25;3.9;17.2;23;;84.13;1.9;17.2;;0;0;1.9;17.2;3.9;56;2;;;;;;;;;;;;;
MAULE;MAULEON;NOUVELLE-AQUITAINE;0%;100;50.52;0;29;"31/01/2025 : +1 MW depuis LES BRIZEAUX";92.73;15.447;0;;0;0;15.447;0;50.52;;2.0;;;;;;;;;;;;;
MAUPA;"MAUPAS (A CONTEAULT)";"GRAND EST";0%;48;7.3;43;83.1;47.1;86.11;32.8;0;"Schéma GE: raccordement d'un transformateur 63/20 kV - 36 MVA";0;0;32.8;0;7.3;36;1;;;;;;;;;;;;;
MAURE;"LE MAUREIX";NOUVELLE-AQUITAINE;0%;;0;0;;.;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
MAURI;MAURIAC;AUVERGNE-RHôNE-ALPES;0%;76;10.5;11.4;47.3;--;42.40;25.4;11.4;"Augmentation de la capacité de transit de la liaison 90kV entre MAURIAC et LA MOLE";0;0;25.4;11.4;10.5;72;2;;;;;;;;;;;;;
MAURS;MAURS;AUVERGNE-RHôNE-ALPES;0%;76;7.3;6.4;26.6;"Transfert de +1MW le 13/06/22 - de +4MW le 12/09/22, + 16 MW le 22/05/24, Trsfrt +2 MW le 11/07/24";42.40;12.9;0;"Sans Objet";0;0;12.9;6.4;7.3;36;1;;;;;;;;;;;;;
MAUZA;MAUZAC;NOUVELLE-AQUITAINE;0%;100;10.9;0;14.4;"31/07/2025 : +1,5 MW depuis TUILIERES";92.73;7.1;0;;0;0;7.1;0;10.9;56;2;;;;;;;;;;;;;
MAYEN;MAYENNE;"PAYS DE LA LOIRE";0%;100;5.9;0;40;"Dernier(s) transfert(s) :  2024-11-13 : +2 MW depuis VILLAINES-LA-JUHEL | 2025-05-26 : +16 MW depuis FRESNAY | 2025-05-26 : +2 MW depuis FRESNAY | 2025-11-14 : +13 MW depuis VILLAINES-LA-JUHEL | 2026-01-05 : +2 MW depuis LAVAL";46.49;36.8;0;;0;0;36.8;0;5.9;108;3;;;;;;;;;;;;;
MAYET;MAYET;NOUVELLE-AQUITAINE;0%;100;13.9;0;25.2;"04/03/2025 : +1,5 MW depuis STE-FOY | 14/05/2025 : +1 MW depuis ST-LEON-SUR-L ISLE | 17/07/2025 : +1,3 MW depuis COEUR LANDES | 30/10/2025 : +4 MW depuis LANDES DE GASCOGNE";92.73;16.5;0;;0;0;16.5;0;13.9;40;2;;;;;;;;;;;;;
MAZAM;MAZAMET;OCCITANIE;0%;100;4.7;0;8;;84.13;5.5;0;;0;0;5.5;0;4.7;108;3;;;;;;;;;;;;;
MAZAR;MAZARGUES;"PROVENCE-ALPES-CôTE D’AZUR";0%;7;1.6;26.9;29;_;78.47;0.5;26.9;;0;0;0.5;26.9;1.6;210;3;;;;;;;;;;;;;
"MAZE ";MAZE;"PAYS DE LA LOIRE";0%;21;3.6;24.5;31;;46.49;2.9;24.5;;0;0;2.9;24.5;3.6;72;2;;;;;;;;;;;;;
MAZIE;MAZIERES;"CENTRE-VAL DE LOIRE";0%;6;1.8;34.6;37;;70.49;0.6;1;;0;0;0.6;34.6;1.8;158;5;;;;;;;;;;;;;
"MEDE ";"LA MEDE (EDF-CRD)";"PROVENCE-ALPES-CôTE D’AZUR";0%;16;1.6;8.4;10;"Transfert vers Feuillane (- 10 MW)";78.47;0;8.4;;0;0;0;8.4;1.6;72;2;;;;;;;;;;;;;
MEDIT;MEDITERRANEE;OCCITANIE;0%;100;1;0;1;;84.13;0.2;0;;0;0;0.2;0;1;108;3;;;;;;;;;;;;;
MEDOC;"LESPARRE MEDOC";NOUVELLE-AQUITAINE;0%;71;5;2.9;10;"20/11/2023 : +4,7 MW depuis";92.73;2.1;2.9;;0;0;2.1;2.9;5;56;2;;;;;;;;;;;;;
MEDOQ;MEDOQUINE;NOUVELLE-AQUITAINE;0%;;0;0;;;92.73;0;0;;;;;0;;;;;;;;;;;;;;;;
MEDUL;MEDULLIENNE;NOUVELLE-AQUITAINE;0%;100;0;0;150;"16/12/2020 : -125 MW vers CISSAC | 03/01/2023 : -14 MW vers MASQUET | 19/01/2023 : -100 MW vers CESTAS | 31/07/2024 : +74 MW depuis CESTAS";92.73;150;0;;0;150;0;0;0;;;;;;;;;;;;;;;
MEGEV;MEGEVE;AUVERGNE-RHôNE-ALPES;0%;14;0.8;6.4;7.4;--;42.40;0.2;3;"Sans Objet";0;0;0.2;6.4;0.8;108;3;;;;;;;;;;;;;
MEHUN;MEHUN-SUR-YEVRE;"CENTRE-VAL DE LOIRE";0%;100;7.4;0;40.5;;70.49;56.3;0;;0;0;56.3;0;7.4;56;2;;;;;;;;;;;;;
MEINA;MEINAU;"GRAND EST";0%;100;1;0;1.4;0.7;86.11;0.4;0;.;0;0;0.4;0;1;108;3.0;;;;;;;;;;;;;
MELGV;MELGVEN;BRETAGNE;0%;15;0.4;17.9;21;;82.22;2.7;17.9;;0;0;2.7;17.9;0.4;72;2;;;;;;;;;;;;;
MELI5;MELINCOLS;BOURGOGNE-FRANCHE-COMTé;0%;100;2.8;0;5;-25;75;15;0;0;0;0;15;0;2.8;40;2;;;;;;;;;;;;;
